DrugBank ID,Names
DB12243,"['edaravone', '1-phenyl-3-methyl-5-oxo-2-pyrazoline', '2,4-dihydro-5-methyl-2-phenyl-3h-pyrazol-3-one', '3-methyl-1-phenyl-2-pyrazolin-5-one', '3-methyl-1-phenyl-5-pyrazolone', '3-methyl-1-phenylpyrazol-5-one', 'edaravone', 'methylphenylpyrazolone', 'norphenazone', 'phenyl methyl pyrazolone', 'phenylmethylpyrazolone']"
DB12244,"['cp-601927', '']"
DB12245,"['triclabendazole', 'triclabendazole']"
DB12246,"['inclacumab', '']"
DB12247,"['azd-4547', '']"
DB12248,"['tulobuterol', '']"
DB12249,"['stem bromelain', 'bromelain, stem', 'pineapple stem bromelain']"
DB12250,"['cixutumumab', '']"
DB12251,"['moxaverine', '']"
DB12252,"['pg-701', 'hydroxytriptolide', 'lldt-8']"
DB12253,"['gdc-0810', '']"
DB12254,"['abt-751', '']"
DB12255,"['vadadustat', '']"
DB12256,"['bamosiran', '']"
DB12257,"['platinum', 'platino']"
DB12258,"['abicipar pegol', '']"
DB12259,"['cg-200745', '']"
DB12260,"['radiprodil', '']"
DB12261,"['ascrinvacumab', '']"
DB12262,"['crs-3123', '']"
DB12263,"['begacestat', '']"
DB12264,"['atevirdine', '']"
DB12265,"['fexinidazole', '']"
DB12266,"['epofolate', 'bms-753493']"
DB12267,"['brigatinib', 'brigatinib']"
DB12268,"['carmegliptin', '']"
DB12269,"['pf-06273340', '']"
DB12270,"['losmapimod', '']"
DB12271,"['ore-1001', '']"
DB12272,"['vidupiprant', '']"
DB12273,"['ecopipam', '']"
DB12274,"['aducanumab', 'biib037']"
DB12275,"['seviteronel', '']"
DB12276,"['apomine', 'tetraisopropyl 2-(3,5-di-tert-butyl-4-hydroxyphenyl)ethyl-1,1-biphosphonate']"
DB12277,"['polihexanide', 'polyhexamethylene biguanide']"
DB12278,"['propiverine', 'propiverina', 'propiverine']"
DB12279,"['obp-801', '']"
DB12280,"['azd-5423', '']"
DB12281,"['luspatercept', 'ace-536']"
DB12282,"['defactinib', '']"
DB12283,"['balapiravir', '']"
DB12284,"['ly-2608204', '']"
DB12285,"['verubecestat', '']"
DB12286,"['simendan', '']"
DB12287,"['talsaclidine', '']"
DB12288,"['piromelatine', '']"
DB12289,"['darexaban', '']"
DB12290,"['puerarin', '']"
DB12291,"['tacedinaline', 'tacedinalina', 'tacedinaline']"
DB12292,"['barusiban', '']"
DB12293,"['nefopam', 'nefopam']"
DB12294,"['anrukinzumab', '']"
DB12295,"['evodenoson', '']"
DB12296,"['gs-5745', '']"
DB12297,"['glpg-0187', '']"
DB12298,"['5-(hydroxymethyl)-2-furaldehyde', '']"
DB12299,"['bavisant', '']"
DB12300,"['p-nitrobiphenyl', 'pnb']"
DB12301,"['doravirine', 'doravirine']"
DB12302,"['cp-724714', '']"
DB12303,"['motolimod', '']"
DB12304,"['entolimod', '']"
DB12305,"['dasotraline', '']"
DB12306,"['cipargamin', '']"
DB12307,"['foretinib', '']"
DB12308,"['eltanolone', 'eltanolona', 'eltanolone', 'pregnanolone']"
DB12309,"['gi-181771x', '']"
DB12310,"['trehalose', 'cabaletta']"
DB12311,"['cp1-1189', '']"
DB12312,"['org-25435', '']"
DB12313,"['dopexamine', '']"
DB12314,"['chlorproguanil', '']"
DB12316,"['9cuab30', 'retinoid 9cuab30']"
DB12317,"['vanucizumab', '']"
DB12318,"['bms-599626', '']"
DB12319,"['benzbromarone', '2-ethyl-3-(3,5-dibrom-4-hydroxybenzoyl)benzofuran', '3,5-dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone', 'benzbromarona']"
DB12320,"['palovarotene', '']"
DB12321,"['ifetroban', '']"
DB12322,"['gw-870086', '']"
DB12323,"['radotinib', '']"
DB12325,"['idasanutlin', '']"
DB12326,"['antroquinonol', 'hocena']"
DB12327,"['salvinorin a', '']"
DB12328,"['cantharidin', '1,2-dimethyl-3,6-epoxyperhydrophthalic anhydride', 'cantharidine', 'cantharone', 'exo-1,2-cis-dimethyl-3,6-epoxyhexahydrophthalic anhydride', 'kantharidin']"
DB12329,"['eravacycline', 'eravacycline']"
DB12330,"['blisibimod', '']"
DB12331,"['labetuzumab govitecan', '']"
DB12332,"['rucaparib', 'rucaparib']"
DB12333,"['spk-843', 'spa-s-843']"
DB12334,"['milataxel', '']"
DB12335,"['tanezumab', '']"
DB12336,"['gdc-0917', '']"
DB12337,"['n-acetylsulfanilyl chloride', 'asc']"
DB12338,"['carisbamate', '']"
DB12339,"['radezolid', '']"
DB12340,"['navitoclax', '']"
DB12341,"['ly-2456302', '']"
DB12342,"['ensituximab', '']"
DB12343,"['temocillin', 'temocillin', 'temocillina']"
DB12344,"['fezakinumab', '']"
DB12345,"['mbx-2982', '']"
DB12346,"['vatelizumab', '']"
DB12347,"['cg-400549', '']"
DB12348,"['5-amino-1,3,4-thiadiazole-2-thiol', 'att']"
DB12349,"['dulanermin', 'apo2l/trail', 'rhapo2l/trail']"
DB12350,"['rostafuroxin', '']"
DB12351,"['siagoside', 'sygen']"
DB12352,"['bizelesin', '']"
DB12353,"['ulodesine', '']"
DB12354,"['imrecoxib', '']"
DB12355,"['netazepide', '']"
DB12356,"['fletikumab', 'anti-il-20']"
DB12357,"['bms-863233', '']"
DB12358,"['enbucrilate', 'butyl 2-cyanoacrylate', 'n-butyl cyanoacrylate', 'n-butyl-2-cyanoacrylate']"
DB12359,"['biib021', '']"
DB12360,"['pf-03654764', '']"
DB12361,"['piclozotan', '']"
DB12362,"['diaminopropanol tetraacetic acid', 'dapt', 'diaminohydroxypropanetetraacetic acid']"
DB12363,"['dusigitumab', '']"
DB12364,"['betrixaban', 'betrixaban', 'n-(5-chloropyridin-2-yl)-2-(4-(n,n-dimethylcarbamimidoyl)benzamido)-5-methoxybenzamide', 'n-(5-chloropyridin-2-yl)-2-[[4-(n,n-dimethylcarbamimidoyl)benzoyl]amino]-5-methoxybenzamide']"
DB12365,"['perzinfotel', '']"
DB12366,"['vestronidase alfa', 'recombinant human beta-glucuronidase', 'vestronidase alfa-vjbk']"
DB12367,"['selurampanel', '']"
DB12368,"['azd-3839', '']"
DB12369,"['sotrastaurin', 'sotrastaurin', 'sotrastaurina']"
DB12370,"['ipamorelin', '']"
DB12371,"['siponimod', 'siponimod']"
DB12373,"['isunakinra', '']"
DB12374,"['velmanase alfa', 'lamazym', 'recombinant human alpha mannosidase', 'rhlaman']"
DB12375,"['oglemilast', '']"
DB12376,"['ricolinostat', '']"
DB12377,"['relebactam', 'relebactam anhydrous']"
DB12378,"['apricoxib', '']"
DB12379,"['indirubin', '']"
DB12380,"['gdc-0152', '']"
DB12381,"['merestinib', '']"
DB12382,"['r-306465', '']"
DB12383,"['cytochlor', '']"
DB12384,"['ar-67', '']"
DB12385,"['10-hydroxycamptothecin', '']"
DB12386,"['bacillus calmette-guerin substrain danish 1331 live antigen', 'bcg (ssi strain)', 'bcg ssi']"
DB12387,"['osi-027', '']"
DB12388,"['evocalcet', '']"
DB12389,"['zamicastat', '']"
DB12390,"['mbx-8025', '']"
DB12391,"['sagopilone', '']"
DB12392,"['resminostat', '']"
DB12393,"['fanapanel', '']"
DB12394,"['eleclazine', '']"
DB12395,"['esreboxetine', '']"
DB12396,"['fresolimumab', 'gc1008']"
DB12397,"['dsm-265', '']"
DB12398,"['naproxen etemesil', '']"
DB12399,"['polmacoxib', '']"
DB12400,"['voxtalisib', '']"
DB12401,"['bromperidol', '']"
DB12402,"['pumosetrag', '']"
DB12403,"['samarium', 'samario']"
DB12404,"['remimazolam', '']"
DB12405,"['triciribine', '']"
DB12406,"['lisofylline', '']"
DB12407,"['iobitridol', '']"
DB12408,"['pf-03635659', '']"
DB12409,"['vatreptacog alfa', 'vatreptacog alfa (activated)']"
DB12410,"['sabarubicin', '']"
DB12411,"['r-428', '']"
DB12412,"['gemigliptin', '']"
DB12413,"['indusatumab vedotin', '']"
DB12414,"['usistapide', '']"
DB12415,"['galeterone', '']"
DB12416,"['vtp-27999', '']"
DB12417,"['anagliptin', '']"
DB12418,"['saccharin', '']"
DB12419,"['hsd-016', '']"
DB12420,"['diazepinomicin', 'diazepinomicin']"
DB12421,"['somavaratan', '']"
DB12422,"['sulforaphane', '(-)-sulforaphane', '(r)-sulforaphane']"
DB12423,"['fozivudine tidoxil', '']"
DB12424,"['mk-3207', '']"
DB12425,"['liothyronine i-131', 'liothyronine i 131']"
DB12426,"['bitopertin', '']"
DB12427,"['orvepitant', '']"
DB12428,"['pac-14028', '']"
DB12429,"['ci-1040', '']"
DB12430,"['bc-3781', '']"
DB12431,"['muplestim', 'human interleukin-3 (nonglycosylated)', 'interleukin 3', 'interleukin 3 (human)', 'interleukin-3', 'interleukin-3 human (recombinant)', 'multipotential colony-stimulating factor']"
DB12432,"['cc-401', '']"
DB12433,"['sch-900271', '']"
DB12434,"['steviolbioside', 'stb']"
DB12435,"['tipelukast', '']"
DB12436,"['vofopitant', '']"
DB12438,"['filociclovir', '']"
DB12439,"['ioforminol', '']"
DB12440,"['verdiperstat', '']"
DB12441,"['tavilermide', '']"
DB12442,"['alvespimycin', '17-(dimethylaminoethylamino)-17-demethoxygeldanamycin', '17-dmag']"
DB12443,"['sonedenoson', '']"
DB12444,"['theanine', 'l-theanine', 'n-ethyl-l-glutamine']"
DB12445,"['nitroaspirin', '']"
DB12446,"['derenofylline', '']"
DB12447,"['nadifloxacin', 'nadifloxacino']"
DB12448,"['lifibrol', '']"
DB12449,"['tempol', '']"
DB12450,"['propyl gallate', '']"
DB12451,"['scy-635', '']"
DB12452,"['caprylic alcohol', '1-octanol']"
DB12453,"['chlorine dioxide', '']"
DB12454,"['zalypsis', '']"
DB12455,"['omadacycline', 'amadacycline', 'omadacycline']"
DB12456,"['bococizumab', '']"
DB12457,"['rimegepant', '']"
DB12458,"['muscimol', '']"
DB12459,"['belotecan', '']"
DB12460,"['conbercept', '']"
DB12461,"['glpg-0492', '']"
DB12462,"['ralinepag', '']"
DB12463,"['semagacestat', '']"
DB12464,"['bevenopran', '']"
DB12465,"['ketanserin', 'ketanserin', 'ketanserina']"
DB12466,"['favipiravir', '']"
DB12467,"['tu-100', '']"
DB12468,"['pf-04531083', '']"
DB12470,"['dexelvucitabine', '']"
DB12471,"['mk-3118', '']"
DB12472,"['levodropropizine', 'levodropropizina', 'levodropropizine']"
DB12473,"['taurolidine', '']"
DB12474,"['lynestrenol', '']"
DB12475,"['biphenyl dimethyl dicarboxylate', ""dimethyl 4,4'-biphenyldicarboxylate"", 'nissel']"
DB12476,"['cpg-52852', '']"
DB12477,"['perfluoro tert-butylcyclohexane', 'oxycyte']"
DB12478,"['piribedil', '']"
DB12479,"['zabofloxacin', '']"
DB12480,"['betulinic acid', 'beta-betulinic acid']"
DB12481,"['barium', 'ba']"
DB12482,"['acotiamide', '']"
DB12483,"['copanlisib', 'copanlisib']"
DB12484,"['tetrahydrouridine', '']"
DB12485,"['pimonidazole', '']"
DB12486,"['elobixibat', '']"
DB12487,"['promestriene', 'promestrieno']"
DB12489,"['mirvetuximab soravtansine', 'imgn853']"
DB12490,"['forigerimod', '']"
DB12491,"['fasiglifam', '']"
DB12492,"['piritramide', '']"
DB12493,"['pd-217014', '']"
DB12494,"['sgi-1776', '']"
DB12495,"['selepressin', '']"
DB12497,"['alagebrium', '']"
DB12498,"['mogamulizumab', 'mogamulizumab-kpkc']"
DB12499,"['clascoterone', '11-deoxycortisol 17α-propionate', 'cortexolone 17alpha-propionate', 'cortexolone 17α-propionate']"
DB12500,"['fedratinib', '']"
DB12501,"['abt-384', '']"
DB12504,"['jnj-40346527', '']"
DB12505,"['e-7820', '']"
DB12506,"['fenamole', 'pat']"
DB12507,"['atecegatran metoxil', 'atecegatran fexenetil']"
DB12508,"['e7107', '']"
DB12509,"['imeglimin', '']"
DB12510,"['ozone', 'ozono']"
DB12511,"['imiglitazar', '']"
DB12512,"['verucerfont', '']"
DB12513,"['omaveloxolone', '']"
DB12514,"['iofolastat i-123', 'iofolastat (123 i)']"
DB12515,"['9-aminocamptothecin', 'aminocamptothecin']"
DB12517,"['pf-00446687', '']"
DB12518,"['raclopride', '']"
DB12519,"['sarcosine', '']"
DB12520,"['plozalizumab', '']"
DB12521,"['methyl pyrrolidone', '1-methyl-2-pyrrolidinone', '1-methyl-2-pyrrolidone', '1-methyl-5-pyrrolidinone', '1-methylpyrrolidinone', 'methylpyrrolidone', 'n-methyl-2-pyrrolidone', 'n-methyl-pyrrolidone', 'n-methylpyrrolidone', 'nmp']"
DB12522,"['toreforant', '']"
DB12523,"['mizolastine', 'mizolastina']"
DB12524,"['bi-671800', '']"
DB12525,"['molgramostim', '']"
DB12526,"['batefenterol', '']"
DB12527,"['sofinicline', '']"
DB12528,"['glyceryl trierucate', '']"
DB12529,"['nitrite', 'nitrite anion', 'nitrite ion']"
DB12530,"['inebilizumab', '']"
DB12531,"['lobucavir', '']"
DB12532,"['oxetacaine', 'oxetacaine']"
DB12533,"['cevipabulin', '']"
DB12534,"['mavrilimumab', 'cam-3001']"
DB12535,"['ac-430', '']"
DB12536,"['n-acetylmannosamine', 'mannac']"
DB12537,"['benzodiazepine', '']"
DB12538,"['nepadutant', '']"
DB12539,"['oltipraz', 'oltipraz']"
DB12540,"['lecozotan', '']"
DB12541,"['sar-405838', '']"
DB12542,"['gsk-356278', '']"
DB12543,"['samidorphan', '']"
DB12545,"['indobufen', '']"
DB12547,"['ly-2886721', '']"
DB12548,"['sparsentan', '']"
DB12549,"['pyrazoloacridine', '']"
DB12550,"['taladegib', '']"
DB12551,"['idazoxan', 'idazoxan', 'idazoxano']"
DB12553,"['fluocinolone', 'fluocinolona']"
DB12554,"['mebeverine', 'mebeverina']"
DB12555,"['nelotanserin', '']"
DB12556,"['mk-5108', '']"
DB12557,"['fk-614', '']"
DB12558,"['aee-788', '']"
DB12559,"['ec-17', 'ec17 (folate-fitc)', 'folate-fitc', 'folate-fluorescein conjugate']"
DB12560,"['blosozumab', '']"
DB12561,"['wnt-974', '']"
DB12562,"['setipiprant', '']"
DB12563,"['mk-0686', '']"
DB12564,"['gemcitabine elaidate', '']"
DB12565,"['abexinostat', 'abexinostat']"
DB12566,"['decernotinib', 'adelatinib']"
DB12567,"['camicinal', '']"
DB12568,"['tecemotide', '']"
DB12569,"['tonapofylline', '']"
DB12570,"['cc-223', '']"
DB12571,"['rimacalib', '']"
DB12572,"['pexacerfont', '']"
DB12573,"['ly-2452473', '']"
DB12574,"['ly-295501', '']"
DB12575,"['ronopterin', '']"
DB12576,"['azd-3043', '']"
DB12577,"['fosbretabulin', 'combretastatin a-4 phosphate', 'combretastatin a4 phosphate', 'phosbretabulin']"
DB12578,"['lexaptepid pegol', '']"
DB12579,"['jnj-37822681', '']"
DB12580,"['tradipitant', '']"
DB12581,"['ozarelix', '']"
DB12582,"['piperine', 'bioperine']"
DB12583,"['maltodextrin', '']"
DB12584,"['bimagrumab', '']"
DB12585,"['ondelopran', '']"
DB12586,"['anhydrovinblastine', '']"
DB12587,"['razupenem', '']"
DB12588,"['azd-1480', '']"
DB12589,"['dacetuzumab', '']"
DB12590,"['indiplon', '']"
DB12591,"['bms-911543', '']"
DB12592,"['ec-18', '']"
DB12593,"['apaziquone', 'eoquin']"
DB12594,"['azd-9056', '']"
DB12595,"['na-1', '']"
DB12596,"['combretastatin', '']"
DB12597,"['abl-001', '']"
DB12598,"['nafamostat', 'nafamostatum', 'p-guanidinobenzoic acid ester with 6-hydroxy-2-naphthamidine']"
DB12601,"['sonolisib', '']"
DB12602,"['pentetreotide', 'pentetreotida']"
DB12604,"['sisomicin', '']"
DB12605,"['etripamil', '']"
DB12606,"['netivudine', '']"
DB12607,"['diridavumab', '']"
DB12608,"['emixustat', '']"
DB12609,"['tovetumab', '']"
DB12610,"['ebselen', 'ebselen', 'ebseleno']"
DB12611,"['pf-477736', '']"
DB12612,"['ozanimod', '']"
DB12613,"['davunetide', '']"
DB12614,"['reparixin', '']"
DB12615,"['plazomicin', 'plazomicin']"
DB12616,"['sprifermin', '']"
DB12617,"['mizoribine', 'bredinin']"
DB12618,"['apocynin', 'acetovanillone']"
DB12619,"['bms-188797', '4-desacetylpaclitaxel 4-methyl carbonate']"
DB12620,"['nerve growth factor', '']"
DB12621,"['st-101', '']"
DB12622,"['lupeol', '']"
DB12623,"['taprenepag', '']"
DB12624,"['octenidine', '']"
DB12625,"['evogliptin', '']"
DB12626,"['senrebotase', '']"
DB12627,"['gsk-1292263', '']"
DB12628,"['methyl-d9-choline', '']"
DB12629,"['3,5-diiodothyropropionic acid', 'ditpa']"
DB12630,"['isopentyl 2-cyanoacrylate', '']"
DB12631,"['aclerastide', '']"
DB12632,"['jnj-41443532', '']"
DB12633,"['bms-184476', '7-methylthiomethylpaclitaxel']"
DB12634,"['navicixizumab', '']"
DB12635,"['aleplasinin', '']"
DB12636,"['samalizumab', '']"
DB12637,"['onapristone', '']"
DB12638,"['pu-h71', '']"
DB12639,"['telbermin', '']"
DB12640,"['cp-609754', '']"
DB12641,"['tedatioxetine', '']"
DB12642,"['olumacostat glasaretil', '']"
DB12643,"['nelivaptan', '']"
DB12644,"['azd-2066', '']"
DB12645,"['givinostat', '']"
DB12647,"['tocotrienol', '']"
DB12648,"['nona-arginine', 'nona-l-arginine']"
DB12649,"['ibipinabant', '']"
DB12650,"['l-deprenyl-d2 c-11', '(11c)l-deprenyl-d2']"
DB12651,"['bardoxolone', '']"
DB12652,"['endothelin-1', 'endothelin (porcine)', 'endothelin 1 (human)', 'endothelin 1 (pig)', 'endothelin 1 (rat)', 'human endothelin']"
DB12654,"['gsk-376501', '']"
DB12655,"['patidegib', 'saridegib']"
DB12656,"['somatorelin', 'ghrh', 'somatorelina']"
DB12657,"['jnj-42396302', '']"
DB12658,"['afn-1252', '']"
DB12659,"['sj-733', '']"
DB12660,"['samatasvir', '']"
DB12661,"['urapidil', '']"
DB12662,"['naveglitazar', '']"
DB12663,"['letrazuril', '']"
DB12664,"['indantadol', '']"
DB12665,"['isoquercetin', 'quercetin 3-o-glucopyranoside', 'quercetin-3-o-glucoside']"
DB12666,"['emapunil', '']"
DB12667,"['protionamide', 'prothionamide']"
DB12668,"['metenkefalin', '']"
DB12669,"['4sc-203', '']"
DB12670,"['rolofylline', '']"
DB12671,"['beloranib', '']"
DB12672,"['icaritin', '']"
DB12673,"['atx-914', '']"
DB12674,"['lurbinectedin', '']"
DB12675,"['pf-04995274', '']"
DB12676,"['modufolin', '6r-mthf']"
DB12677,"['soblidotin', '']"
DB12678,"['relamorelin', '']"
DB12679,"['wp 1066', '']"
DB12680,"['intepirdine', '']"
DB12681,"['salirasib', '']"
DB12682,"['mubritinib', '']"
DB12683,"['lumretuzumab', '']"
DB12684,"['aviscumine', '']"
DB12685,"['k-134', '']"
DB12686,"['pha-793887', '']"
DB12687,"['vesatolimod', '']"
DB12688,"['moxetumomab pasudotox', 'moxetumomab pasudotox-tdfk']"
DB12689,"['azeliragon', '']"
DB12690,"['ly-2584702', '']"
DB12691,"['uk-432097', '']"
DB12692,"['gusperimus', '']"
DB12693,"['ritanserin', 'ritanserin', 'ritanserina']"
DB12694,"['ce-326597', '']"
DB12695,"['phenethyl isothiocyanate', '']"
DB12696,"['bms-582949', '']"
DB12697,"['methylselenocysteine', 'se-methyl-seleno-l-cysteine']"
DB12698,"['ibalizumab', 'ibalizumab-uiyk']"
DB12699,"['balugrastim', '']"
DB12700,"['solamargine', '']"
DB12701,"['intetumumab', '']"
DB12702,"['velusetrag', '']"
DB12703,"['omipalisib', '']"
DB12704,"['spiradoline', '']"
DB12705,"['cenerimod', '']"
DB12706,"['seletalisib', '']"
DB12707,"['ar-42', '']"
DB12708,"['sulprostone', '']"
DB12709,"['tributyrin', '']"
DB12710,"['perazine', '']"
DB12711,"['ltx-109', '']"
DB12712,"['pilsicainide', '']"
DB12713,"['sotagliflozin', '']"
DB12714,"['nerispirdine', '']"
DB12715,"['msx-122', '']"
DB12716,"['nb-001', '']"
DB12717,"['mibampator', '']"
DB12718,"['carlumab', '']"
DB12719,"['turofexorate isopropyl', '']"
DB12720,"['nivocasan', '']"
DB12721,"['ro-5028442', '']"
DB12722,"['n-sulfoglucosamine sulfohydrolase recombinant', '']"
DB12724,"['azd-7295', '']"
DB12725,"['td-8954', '']"
DB12726,"['monteplase', '']"
DB12727,"['perfosfamide', '']"
DB12728,"['fenpropidin', 'patrol']"
DB12729,"['asp-3026', '']"
DB12730,"['dolastatin 10', '']"
DB12731,"['daporinad', '']"
DB12732,"['firategrast', '']"
DB12733,"['dipraglurant', '']"
DB12734,"['demcizumab', '']"
DB12736,"['etanidazole', 'etanidazol', 'etanidazole']"
DB12737,"['brontictuzumab', 'omp-52m51']"
DB12738,"['tiplimotide', '']"
DB12739,"['bindarit', '']"
DB12740,"['cc-115', '']"
DB12741,"['dtp-348', '']"
DB12742,"['amuvatinib', '']"
DB12743,"['z-160', '']"
DB12744,"['cgi-1842', '']"
DB12745,"['gsk-690693', '']"
DB12746,"['akn-028', '']"
DB12747,"['tertomotide', 'tertomotide']"
DB12748,"['ltx-315', '']"
DB12749,"['butylphthalide', '3-n-butylphthalide']"
DB12750,"['n-omega-nitro-l-arginine methyl ester', 'l-name', 'n-nitro-arginine methyl ester', 'ng-nitro-l-arginine methyl ester']"
DB12751,"['malic acid', '']"
DB12752,"['bucindolol', '']"
DB12753,"['racivir', '(+/-)-emtricitabine', 'rcv']"
DB12754,"['iodide', 'iodide ion']"
DB12755,"['zoptarelin doxorubicin', '']"
DB12756,"['tak-901', '']"
DB12757,"['pelitrexol', '']"
DB12758,"['atreleuton', '']"
DB12759,"['suptavumab', '']"
DB12760,"['gw-493838', '']"
DB12761,"['timcodar', '']"
DB12762,"['rabacfosadine', '']"
DB12763,"['mk-1496', '']"
DB12764,"['abc-294640', '']"
DB12765,"['methyl isocyanate', 'mic']"
DB12766,"['cicletanine', '']"
DB12767,"['gaxilose', 'gaxilosa']"
DB12768,"['bcg vaccine', 'bacillus calmette-guerin live antigen, unspecified substrain', 'bcg']"
DB12769,"['lometrexol', '']"
DB12770,"['lafutidine', '']"
DB12771,"['hydroxytyrosol', '']"
DB12773,"['sifalimumab', '']"
DB12774,"['azd-8055', '']"
DB12775,"['abituzumab', '']"
DB12776,"['e-6005', '']"
DB12777,"['somatoprim', '']"
DB12778,"['rivipansel', '']"
DB12779,"['higenamine', '']"
DB12780,"['quinfamide', '']"
DB12781,"['balaglitazone', '']"
DB12782,"['sch-486757', '']"
DB12783,"['benserazide', 'benserazida', 'benserazide', 'benserazidum']"
DB12784,"['ns-018', '']"
DB12785,"['furaprevir', '']"
DB12786,"['alvircept sudotox', '']"
DB12787,"['norethandrolone', '']"
DB12788,"['glucagon-like peptide ii', '']"
DB12789,"['dinoprost', 'dinoprost', 'dinoprosta']"
DB12791,"['laninamivir', '']"
DB12792,"['boscalid', 'endura']"
DB12793,"['condoliase', '']"
DB12794,"['p-quaterphenyl', 'pqp']"
DB12795,"['cmx-2043', '']"
DB12796,"['mrx-i', '']"
DB12797,"['ecromeximab', 'kw2871']"
DB12798,"['relenopride', '']"
DB12799,"['laniquidar', '']"
DB12800,"['chf-6001', '']"
DB12802,"['picropodophyllin', '']"
DB12803,"['dichloroisoproterenol', 'dci']"
DB12804,"['daniquidone', 'batracylin']"
DB12805,"['ataciguat', '']"
DB12806,"['gsk-1004723', '']"
DB12807,"['naptumomab estafenatox', '']"
DB12808,"['trifarotene', '']"
DB12809,"['bk-mda', 'mdc']"
DB12810,"['an-2718', '']"
DB12812,"['palomid 529', 'p529']"
DB12813,"['radium ra-223', 'radium-223']"
DB12814,"['cepeginterferon alfa-2b', 'algeron', 'cepeginterferon alfa 2 b', 'pegylated human interferon a-2b']"
DB12815,"['crotedumab', '']"
DB12816,"['terpinen-4-ol', '']"
DB12817,"['zoliflodacin', '']"
DB12818,"['nm-3', '']"
DB12819,"['gsi-136', '']"
DB12820,"['concizumab', '']"
DB12821,"['perflubutane', 'decafluorobutane', 'perflubutane', 'perflubutano', 'sonazoid']"
DB12822,"['pancreatic polypeptide', '']"
DB12823,"['tecarfarin', '']"
DB12824,"['monalizumab', '']"
DB12825,"['lefamulin', '']"
DB12826,"['depatuxizumab', '']"
DB12827,"['indoximod', '(2r)-2-amino-3-(1-methyl-1h-indol-3-yl)propanoic acid', '1-methyl-d-tryptophan', 'd-(+)-1-methyltryptophan', 'd-1-methyltryptophan', 'd-1mt']"
DB12829,"['amithiozone', 'thioacetazone']"
DB12830,"['cebranopadol', '']"
DB12831,"['gabexate', '']"
DB12832,"['prednimustine', '']"
DB12833,"['tandospirone', '']"
DB12834,"['secnidazole', '1-(2\xad hydroxypropyl)-2-methyl-5-nitroimidazole', '1-(2-methyl-5-nitro-1h-imidazol-1-yl) propan-2\xad ol', 'secnidazole']"
DB12835,"['olipudase alfa', '']"
DB12836,"['grapiprant', '']"
DB12837,"['uk-500001', '']"
DB12838,"['tetrasul', '']"
DB12839,"['pegvaliase', 'peg-pal', 'pegvaliase', 'pegvaliase-pqpz', 'phenylase', 'ravpal-peg']"
DB12840,"['pirnabine', 'pirnabin']"
DB12841,"['glial growth factor 2', 'ggf2']"
DB12842,"['pegamotecan', '']"
